field/0/__text;field/1/__text;field/2/_ref;_id
Background retinopathy and retinal vascular changes;H35.0;icdcat7-5;H350
Retinopathy of prematurity;H35.1;icdcat7-5;H351
Other proliferative retinopathy;H35.2;icdcat7-5;H352
Degeneration of macula and posterior pole;H35.3;icdcat7-5;H353
Peripheral retinal degeneration;H35.4;icdcat7-5;H354
Hereditary retinal dystrophy;H35.5;icdcat7-5;H355
Retinal haemorrhage;H35.6;icdcat7-5;H356
Separation of retinal layers;H35.7;icdcat7-5;H357
Other specified retinal disorders;H35.8;icdcat7-5;H358
Retinal disorder, unspecified;H35.9;icdcat7-5;H359
Retinal disorders in diseases classified elsewhere;H36;icdcat7-5;H36
Diabetic retinopathy;H36.0;icdcat7-5;H360
Other retinal disorders in diseases classified elsewhere;H36.8;icdcat7-5;H368
Glaucoma;H40;icdcat7-6;H40
Glaucoma suspect;H40.0;icdcat7-6;H400
Primary open-angle glaucoma;H40.1;icdcat7-6;H401
Primary angle-closure glaucoma;H40.2;icdcat7-6;H402
Glaucoma secondary to eye trauma;H40.3;icdcat7-6;H403
Glaucoma secondary to eye inflammation;H40.4;icdcat7-6;H404
Glaucoma secondary to other eye disorders;H40.5;icdcat7-6;H405
Glaucoma secondary to drugs;H40.6;icdcat7-6;H406
Other glaucoma;H40.8;icdcat7-6;H408
Glaucoma, unspecified;H40.9;icdcat7-6;H409
Glaucoma in diseases classified elsewhere;H42;icdcat7-6;H42
Glaucoma in endocrine, nutritional and metabolic diseases;H42.0;icdcat7-6;H420
Glaucoma in other diseases classified elsewhere;H42.8;icdcat7-6;H428
Disorders of vitreous body;H43;icdcat7-7;H43
Vitreous prolapse;H43.0;icdcat7-7;H430
Vitreous haemorrhage;H43.1;icdcat7-7;H431
Crystalline deposits in vitreous body;H43.2;icdcat7-7;H432
Other vitreous opacities;H43.3;icdcat7-7;H433
Other disorders of vitreous body;H43.8;icdcat7-7;H438
Disorder of vitreous body, unspecified;H43.9;icdcat7-7;H439
Disorders of globe;H44;icdcat7-7;H44
Purulent endophthalmitis;H44.0;icdcat7-7;H440
Other endophthalmitis;H44.1;icdcat7-7;H441
Degenerative myopia;H44.2;icdcat7-7;H442
Other degenerative disorders of globe;H44.3;icdcat7-7;H443
Hypotony of eye;H44.4;icdcat7-7;H444
Degenerated conditions of globe;H44.5;icdcat7-7;H445
Retained (old) intraocular foreign body, magnetic;H44.6;icdcat7-7;H446
Retained (old) intraocular foreign body, nonmagnetic;H44.7;icdcat7-7;H447
Other disorders of globe;H44.8;icdcat7-7;H448
Disorder of globe, unspecified;H44.9;icdcat7-7;H449
Disorders of vitreous body and globe in diseases classified elsewhere;H45;icdcat7-7;H45
Vitreous haemorrhage in diseases classified elsewhere;H45.0;icdcat7-7;H450
Endophthalmitis in diseases classified elsewhere;H45.1;icdcat7-7;H451
Other disorders of vitreous body and globe in diseases classified elsewhere;H45.8;icdcat7-7;H458
Optic neuritis;H46;icdcat7-8;H46
Other disorders of optic [2nd] nerve and visual pathways;H47;icdcat7-8;H47
Disorders of optic nerve, not elsewhere classified;H47.0;icdcat7-8;H470
Papilloedema, unspecified;H47.1;icdcat7-8;H471
Optic atrophy;H47.2;icdcat7-8;H472
Other disorders of optic disc;H47.3;icdcat7-8;H473
Disorders of optic chiasm;H47.4;icdcat7-8;H474
Disorders of other visual pathways;H47.5;icdcat7-8;H475
Disorders of visual cortex;H47.6;icdcat7-8;H476
Disorder of visual pathways, unspecified;H47.7;icdcat7-8;H477
Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere;H48;icdcat7-8;H48
Optic atrophy in diseases classified elsewhere;H48.0;icdcat7-8;H480
Retrobulbar neuritis in diseases classified elsewhere;H48.1;icdcat7-8;H481
Other disorders of optic nerve and visual pathways in diseases classified elsewhere;H48.8;icdcat7-8;H488
Paralytic strabismus;H49;icdcat7-9;H49
Third [oculomotor] nerve palsy;H49.0;icdcat7-9;H490
Fourth [trochlear] nerve palsy;H49.1;icdcat7-9;H491
Sixth [abducent] nerve palsy;H49.2;icdcat7-9;H492
Total (external) ophthalmoplegia;H49.3;icdcat7-9;H493
Progressive external ophthalmoplegia;H49.4;icdcat7-9;H494
Other paralytic strabismus;H49.8;icdcat7-9;H498
Paralytic strabismus, unspecified;H49.9;icdcat7-9;H499
Other strabismus;H50;icdcat7-9;H50
Convergent concomitant strabismus;H50.0;icdcat7-9;H500
Divergent concomitant strabismus;H50.1;icdcat7-9;H501
Vertical strabismus;H50.2;icdcat7-9;H502
Intermittent heterotropia;H50.3;icdcat7-9;H503
Other and unspecified heterotropia;H50.4;icdcat7-9;H504
Heterophoria;H50.5;icdcat7-9;H505
Mechanical strabismus;H50.6;icdcat7-9;H506
Other specified strabismus;H50.8;icdcat7-9;H508
Strabismus, unspecified;H50.9;icdcat7-9;H509
Other disorders of binocular movement;H51;icdcat7-9;H51
Palsy of conjugate gaze;H51.0;icdcat7-9;H510
Convergence insufficiency and excess;H51.1;icdcat7-9;H511
Internuclear ophthalmoplegia;H51.2;icdcat7-9;H512
Other specified disorders of binocular movement;H51.8;icdcat7-9;H518
Disorder of binocular movement, unspecified;H51.9;icdcat7-9;H519
Disorders of refraction and accommodation;H52;icdcat7-9;H52
Hypermetropia;H52.0;icdcat7-9;H520
Myopia;H52.1;icdcat7-9;H521
Astigmatism;H52.2;icdcat7-9;H522
Anisometropia and aniseikonia;H52.3;icdcat7-9;H523
Presbyopia;H52.4;icdcat7-9;H524
Disorders of accommodation;H52.5;icdcat7-9;H525
Other disorders of refraction;H52.6;icdcat7-9;H526
Disorder of refraction, unspecified;H52.7;icdcat7-9;H527
Visual disturbances;H53;icdcat7-10;H53
Amblyopia ex anopsia;H53.0;icdcat7-10;H530
Subjective visual disturbances;H53.1;icdcat7-10;H531
Diplopia;H53.2;icdcat7-10;H532
Other disorders of binocular vision;H53.3;icdcat7-10;H533
Visual field defects;H53.4;icdcat7-10;H534
Colour vision deficiencies;H53.5;icdcat7-10;H535
Night blindness;H53.6;icdcat7-10;H536
Other visual disturbances;H53.8;icdcat7-10;H538
Visual disturbance, unspecified;H53.9;icdcat7-10;H539
Visual impairment including blindness (binocular or monocular);H54;icdcat7-10;H54
Blindness, binocular;H54.0;icdcat7-10;H540
Severe visual impairment, binocular;H54.1;icdcat7-10;H541
Moderate visual impairment, binocular;H54.2;icdcat7-10;H542
Mild or no visual impairment, binocular;H54.3;icdcat7-10;H543
Blindness, monocular;H54.4;icdcat7-10;H544
Severe visual impairment, monocular;H54.5;icdcat7-10;H545
Moderate visual impairment, monocular;H54.6;icdcat7-10;H546
Unspecified visual loss;H54.7;icdcat7-10;H547
Nystagmus and other irregular eye movements;H55;icdcat7-11;H55
Other disorders of eye and adnexa;H57;icdcat7-11;H57
Anomalies of pupillary function;H57.0;icdcat7-11;H570
Ocular pain;H57.1;icdcat7-11;H571
Other specified disorders of eye and adnexa;H57.8;icdcat7-11;H578
Disorder of eye and adnexa, unspecified;H57.9;icdcat7-11;H579
Other disorders of eye and adnexa in diseases classified elsewhere;H58;icdcat7-11;H58
Anomalies of pupillary function in diseases classified elsewhere;H58.0;icdcat7-11;H580
Other specified disorders of eye and adnexa in diseases classified elsewhere;H58.8;icdcat7-11;H588
Other specified disorders of eye and adnexa in diseases classified elsewhere;H58.9;icdcat7-11;H589
Postprocedural disorders of eye and adnexa, not elsewhere classified;H59;icdcat7-11;H59
Keratopathy (bullous aphakic) following cataract surgery;H59.0;icdcat7-11;H590
Other postprocedural disorders of eye and adnexa;H59.8;icdcat7-11;H598
Postprocedural disorder of eye and adnexa, unspecified;H59.9;icdcat7-11;H599
Otitis externa;H60;icdcat8-1;H60
Abscess of external ear;H60.0;icdcat8-1;H600
Cellulitis of external ear;H60.1;icdcat8-1;H601
Malignant otitis externa;H60.2;icdcat8-1;H602
Other infective otitis externa;H60.3;icdcat8-1;H603
Cholesteatoma of external ear;H60.4;icdcat8-1;H604
Acute otitis externa, noninfective;H60.5;icdcat8-1;H605
Other otitis externa;H60.8;icdcat8-1;H608
Otitis externa, unspecified;H60.9;icdcat8-1;H609
Other disorders of external ear;H61;icdcat8-1;H61
Perichondritis of external ear;H61.0;icdcat8-1;H610
Noninfective disorders of pinna;H61.1;icdcat8-1;H611
Impacted cerumen;H61.2;icdcat8-1;H612
Acquired stenosis of external ear canal;H61.3;icdcat8-1;H613
Other specified disorders of external ear;H61.8;icdcat8-1;H618
Disorder of external ear, unspecified;H61.9;icdcat8-1;H619
Disorders of external ear in diseases classified elsewhere;H62;icdcat8-1;H62
Otitis externa in bacterial diseases classified elsewhere;H62.0;icdcat8-1;H620
Otitis externa in viral diseases classified elsewhere;H62.1;icdcat8-1;H621
Otitis externa in mycoses;H62.2;icdcat8-1;H622
Otitis externa in other infectious and parasitic diseases classified elsewhere;H62.3;icdcat8-1;H623
Otitis externa in other diseases classified elsewhere;H62.4;icdcat8-1;H624
Other disorders of external ear in diseases classified elsewhere;H62.8;icdcat8-1;H628
Nonsuppurative otitis media;H65;icdcat8-2;H65
Acute serous otitis media;H65.0;icdcat8-2;H650
Other acute nonsuppurative otitis media;H65.1;icdcat8-2;H651
Chronic serous otitis media;H65.2;icdcat8-2;H652
Chronic mucoid otitis media;H65.3;icdcat8-2;H653
Other chronic nonsuppurative otitis media;H65.4;icdcat8-2;H654
Nonsuppurative otitis media, unspecified;H65.9;icdcat8-2;H659
Suppurative and unspecified otitis media;H66;icdcat8-2;H66
Acute suppurative otitis media;H66.0;icdcat8-2;H660
Chronic tubotympanic suppurative otitis media;H66.1;icdcat8-2;H661
Chronic atticoantral suppurative otitis media;H66.2;icdcat8-2;H662
Other chronic suppurative otitis media;H66.3;icdcat8-2;H663
Suppurative otitis media, unspecified;H66.4;icdcat8-2;H664
Otitis media, unspecified;H66.9;icdcat8-2;H669
Otitis media in diseases classified elsewhere;H67;icdcat8-2;H67
Otitis media in bacterial diseases classified elsewhere;H67.0;icdcat8-2;H670
Otitis media in viral diseases classified elsewhere;H67.1;icdcat8-2;H671
Otitis media in other diseases classified elsewhere;H67.8;icdcat8-2;H678
Eustachian salpingitis and obstruction;H68;icdcat8-2;H68
Eustachian salpingitis;H68.0;icdcat8-2;H680
Obstruction of Eustachian tube;H68.1;icdcat8-2;H681
Other disorders of Eustachian tube;H69;icdcat8-2;H69
Patulous Eustachian tube;H69.0;icdcat8-2;H690
Other specified disorders of Eustachian tube;H69.8;icdcat8-2;H698
Eustachian tube disorder, unspecified;H69.9;icdcat8-2;H699
Mastoiditis and related conditions;H70;icdcat8-2;H70
Acute mastoiditis;H70.0;icdcat8-2;H700
Chronic mastoiditis;H70.1;icdcat8-2;H701
Petrositis;H70.2;icdcat8-2;H702
Other mastoiditis and related conditions;H70.8;icdcat8-2;H708
Mastoiditis, unspecified;H70.9;icdcat8-2;H709
Cholesteatoma of middle ear;H71;icdcat8-2;H71
Perforation of tympanic membrane;H72;icdcat8-2;H72
Central perforation of tympanic membrane;H72.0;icdcat8-2;H720
Attic perforation of tympanic membrane;H72.1;icdcat8-2;H721
Other marginal perforations of tympanic membrane;H72.2;icdcat8-2;H722
Other perforations of tympanic membrane;H72.8;icdcat8-2;H728
Perforation of tympanic membrane, unspecified;H72.9;icdcat8-2;H729
Other disorders of tympanic membrane;H73;icdcat8-2;H73
Acute myringitis;H73.0;icdcat8-2;H730
Chronic myringitis;H73.1;icdcat8-2;H731
Other specified disorders of tympanic membrane;H73.8;icdcat8-2;H738
Disorder of tympanic membrane, unspecified;H73.9;icdcat8-2;H739
Other disorders of middle ear and mastoid;H74;icdcat8-2;H74
Tympanosclerosis;H74.0;icdcat8-2;H740
Adhesive middle ear disease;H74.1;icdcat8-2;H741
Discontinuity and dislocation of ear ossicles;H74.2;icdcat8-2;H742
Other acquired abnormalities of ear ossicles;H74.3;icdcat8-2;H743
Polyp of middle ear;H74.4;icdcat8-2;H744
Other specified disorders of middle ear and mastoid;H74.8;icdcat8-2;H748
Disorder of middle ear and mastoid, unspecified;H74.9;icdcat8-2;H749
Other disorders of middle ear and mastoid in diseases classified elsewhere;H75;icdcat8-2;H75
Mastoiditis in infectious and parasitic diseases classified elsewhere;H75.0;icdcat8-2;H750
Other specified disorders of middle ear and mastoid in diseases classified elsewhere;H75.8;icdcat8-2;H758
Otosclerosis;H80;icdcat8-3;H80
Otosclerosis involving oval window, nonobliterative;H80.0;icdcat8-3;H800
Otosclerosis involving oval window, obliterative;H80.1;icdcat8-3;H801
Cochlear otosclerosis;H80.2;icdcat8-3;H802
Other otosclerosis;H80.8;icdcat8-3;H808
Otosclerosis, unspecified;H80.9;icdcat8-3;H809
Disorders of vestibular function;H81;icdcat8-3;H81
Ménière disease;H81.0;icdcat8-3;H810
Benign paroxysmal vertigo;H81.1;icdcat8-3;H811
Vestibular neuronitis;H81.2;icdcat8-3;H812
Other peripheral vertigo;H81.3;icdcat8-3;H813
Vertigo of central origin;H81.4;icdcat8-3;H814
Other disorders of vestibular function;H81.8;icdcat8-3;H818
Disorder of vestibular function, unspecified;H81.9;icdcat8-3;H819
Vertiginous syndromes in diseases classified elsewhere;H82;icdcat8-3;H82
Other diseases of inner ear;H83;icdcat8-3;H83
Labyrinthitis;H83.0;icdcat8-3;H830
Labyrinthine fistula;H83.1;icdcat8-3;H831
Labyrinthine dysfunction;H83.2;icdcat8-3;H832
Noise effects on inner ear;H83.3;icdcat8-3;H833
Other specified diseases of inner ear;H83.8;icdcat8-3;H838
Disease of inner ear, unspecified;H83.9;icdcat8-3;H839
Conductive and sensorineural hearing loss;H90;icdcat8-4;H90
Conductive hearing loss, bilateral;H90.0;icdcat8-4;H900
Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side;H90.1;icdcat8-4;H901
Conductive hearing loss, unspecified;H90.2;icdcat8-4;H902
Sensorineural hearing loss, bilateral;H90.3;icdcat8-4;H903
Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side;H90.4;icdcat8-4;H904
Sensorineural hearing loss, unspecified;H90.5;icdcat8-4;H905
Mixed conductive and sensorineural hearing loss, bilateral;H90.6;icdcat8-4;H906
Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side;H90.7;icdcat8-4;H907
Mixed conductive and sensorineural hearing loss, unspecified;H90.8;icdcat8-4;H908
Other hearing loss;H91;icdcat8-4;H91
Ototoxic hearing loss;H91.0;icdcat8-4;H910
Presbycusis;H91.1;icdcat8-4;H911
Sudden idiopathic hearing loss;H91.2;icdcat8-4;H912
Deaf mutism, not elsewhere classified;H91.3;icdcat8-4;H913
Other specified hearing loss;H91.8;icdcat8-4;H918
Hearing loss, unspecified;H91.9;icdcat8-4;H919
Otalgia and effusion of ear;H92;icdcat8-4;H92
Otalgia;H92.0;icdcat8-4;H920
Otorrhoea;H92.1;icdcat8-4;H921
Otorrhagia;H92.2;icdcat8-4;H922
Other disorders of ear, not elsewhere classified;H93;icdcat8-4;H93
Degenerative and vascular disorders of ear;H93.0;icdcat8-4;H930
Tinnitus;H93.1;icdcat8-4;H931
Other abnormal auditory perceptions;H93.2;icdcat8-4;H932
Disorders of acoustic nerve;H93.3;icdcat8-4;H933
Other specified disorders of ear;H93.8;icdcat8-4;H938
Disorder of ear, unspecified;H93.9;icdcat8-4;H939
Other disorders of ear in diseases classified elsewhere;H94;icdcat8-4;H94
Acoustic neuritis in infectious and parasitic diseases classified elsewhere;H94.0;icdcat8-4;H940
Other specified disorders of ear in diseases classified elsewhere;H94.8;icdcat8-4;H948
Postprocedural disorders of ear and mastoid process, not elsewhere classified;H95;icdcat8-4;H95
Recurrent cholesteatoma of postmastoidectomy cavity;H95.0;icdcat8-4;H950
Other disorders following mastoidectomy;H95.1;icdcat8-4;H951
Other postprocedural disorders of ear and mastoid process;H95.8;icdcat8-4;H958
Postprocedural disorder of ear and mastoid process, unspecified;H95.9;icdcat8-4;H959
Rheumatic fever without mention of heart involvement;I00;icdcat9-1;I00
Rheumatic fever with heart involvement;I01;icdcat9-1;I01
Acute rheumatic pericarditis;I01.0;icdcat9-1;I010
Acute rheumatic endocarditis;I01.1;icdcat9-1;I011
Acute rheumatic myocarditis;I01.2;icdcat9-1;I012
Other acute rheumatic heart disease;I01.8;icdcat9-1;I018
Acute rheumatic heart disease, unspecified;I01.9;icdcat9-1;I019
Rheumatic chorea;I02;icdcat9-1;I02
Rheumatic chorea with heart involvement;I02.0;icdcat9-1;I020
Rheumatic chorea without heart involvement;I02.9;icdcat9-1;I029
Rheumatic mitral valve diseases;I05;icdcat9-2;I05
Mitral stenosis;I05.0;icdcat9-2;I050
Rheumatic mitral insufficiency;I05.1;icdcat9-2;I051
Mitral stenosis with insufficiency;I05.2;icdcat9-2;I052
Other mitral valve diseases;I05.8;icdcat9-2;I058
Mitral valve disease, unspecified;I05.9;icdcat9-2;I059
Rheumatic aortic valve diseases;I06;icdcat9-2;I06
Rheumatic aortic stenosis;I06.0;icdcat9-2;I060
Rheumatic aortic insufficiency;I06.1;icdcat9-2;I061
Rheumatic aortic stenosis with insufficiency;I06.2;icdcat9-2;I062
Other rheumatic aortic valve diseases;I06.8;icdcat9-2;I068
Rheumatic aortic valve disease, unspecified;I06.9;icdcat9-2;I069
Rheumatic tricuspid valve diseases;I07;icdcat9-2;I07
Tricuspid stenosis;I07.0;icdcat9-2;I070
Tricuspid insufficiency;I07.1;icdcat9-2;I071
Tricuspid stenosis with insufficiency;I07.2;icdcat9-2;I072
Other tricuspid valve diseases;I07.8;icdcat9-2;I078
Tricuspid valve disease, unspecified;I07.9;icdcat9-2;I079
Multiple valve diseases;I08;icdcat9-2;I08
Disorders of both mitral and aortic valves;I08.0;icdcat9-2;I080
Disorders of both mitral and tricuspid valves;I08.1;icdcat9-2;I081
Disorders of both aortic and tricuspid valves;I08.2;icdcat9-2;I082
Combined disorders of mitral, aortic and tricuspid valves;I08.3;icdcat9-2;I083
Other multiple valve diseases;I08.8;icdcat9-2;I088
Multiple valve disease, unspecified;I08.9;icdcat9-2;I089
Other rheumatic heart diseases;I09;icdcat9-2;I09
Rheumatic myocarditis;I09.0;icdcat9-2;I090
Rheumatic diseases of endocardium, valve unspecified;I09.1;icdcat9-2;I091
Chronic rheumatic pericarditis;I09.2;icdcat9-2;I092
Other specified rheumatic heart diseases;I09.8;icdcat9-2;I098
Rheumatic heart disease, unspecified;I09.9;icdcat9-2;I099
Essential (primary) hypertension;I10;icdcat9-3;I10
Hypertensive heart disease;I11;icdcat9-3;I11
Hypertensive heart disease with (congestive) heart failure;I11.0;icdcat9-3;I110
Hypertensive heart disease without (congestive) heart failure;I11.9;icdcat9-3;I119
Hypertensive renal disease;I12;icdcat9-3;I12
Hypertensive renal disease with renal failure;I12.0;icdcat9-3;I120
Hypertensive renal disease without renal failure;I12.9;icdcat9-3;I129
Hypertensive heart and renal disease;I13;icdcat9-3;I13
Hypertensive heart and renal disease with (congestive) heart failure;I13.0;icdcat9-3;I130
Hypertensive heart and renal disease with renal failure;I13.1;icdcat9-3;I131
Hypertensive heart and renal disease with both (congestive) heart failure and renal failure;I13.2;icdcat9-3;I132
Hypertensive heart and renal disease, unspecified;I13.9;icdcat9-3;I139
Secondary hypertension;I15;icdcat9-3;I15
Renovascular hypertension;I15.0;icdcat9-3;I150
Hypertension secondary to other renal disorders;I15.1;icdcat9-3;I151
Hypertension secondary to endocrine disorders;I15.2;icdcat9-3;I152
Other secondary hypertension;I15.8;icdcat9-3;I158
Secondary hypertension, unspecified;I15.9;icdcat9-3;I159
